अ	[सं.] ना.
बाकुमारी	नाम [मग.]
बाकुल्लो	ना.
बाकुहाङ	नाम [रा.]
बाक्किल	विशेषण
बाक्खल	नाम
बाक्खिम	नाम [रा.]
बाक्चुवा	नाम [रा.]
बाक्छाली	नाम [रा.]
बाक्पाङ	नाम [रा.]
बाक्रुङ	नाम [रा.]
बाक्लरी	क्रियाविशेषण [बाक्लो+गरी]
बाक्लिनु	अ.क्रि. [बाक्लो+इ+नु]
बाक्लो	वि. [सं. बल्कल]
बाक्लो कान	टुक्का
बाक्लो चाक्लो	वि.
बाक्लो दाल खानु	टुक्का
बाक्लोचाक्लो	विशेषण
बाक्सी	ना.
बाखम	नाम [रा.]
बाखमचोक	नाम [रा.]
बाखिम	नाम [रा.]
बाखुट्टे	वि. [बाङ्गो+खुट्टा+ए]
बाखुरे	वि. [बाङ्गो+खुर+ए]
बाखे	वि. [बाख्रो+ए]
बाखे उन्यु	ना.
बाखे केटो/केटी	ना.
बाखे च्याउ	ना.
बाखेम्बुक	नाम [रा.]
बाखो	विशेषण
बाखोसुङ	नाम [रा.]
बाख्रा	नाम
बाख्राको पुच्छर	टुक्का
बाख्राथि	विशेषण
बाख्रापाठा	ना. [बाख्रा + पाठा]
बाख्रापालन	नाम
बाख्री	ना. [बाखो+ई]
बाख्रे	विशेषण [बाख्रो+ए]
बाख्रेउन्यु	नाम
बाख्रेकेटी	टुक्का
बाख्रेकेटो	टुक्का
बाख्रेच्याउ	नाम
बाख्रेडोर	टुक्का
बाख्रो	ना. [सं. बर्कर]
बाग	ना. [अ. ]
बागकी झइ छकाल	टुक्का
बागचन	नाम
बागचौर	नाम
बागड	विशेषण
बागदत्त दान	नाम
बागदास	नाम
बागमती	नाम [सं. वाग्वती]
बागलुङ	ना.
बागलुङे	वि. [बागलुङ+ए]
बागलुङे कागत	ना.
बागवान	ना. [अ. बाग+फा. बान]
बागवानी	ना.
बागवानी केन्द्र	ना.
बागालेस्चो	नाम [हा.]
बागियान	वि. [वागी]
बागियानी	नाम
बागी	वि. [अ. ]
बागीना	नाम [संक्षे. <बा+गी+ना]
बागो	नाम
बाग्डोर	ना.
बाग्दुला	नाम
बाग्मती	ना. [सं. वाङ्मती]
बाग्मती अञ्चल	नाम [सं.]
बाग्लो	विशेषण [मने.]
बाघ	ना. [सं. व्याघ्र]
बाघकाने	ना.
बाघको आँखो	नाम
बाघखोर	ना.
बाघचाल	ना.
बाघचुली	ना.
बाघछाला	ना.
बाघजुँगा	नाम
बाघजुँगे	विशेषण
बाघजुँघे	विशेषण
बाघजुंगे	वि.
बाघझमट	नाम
बाघझम्टा	ना.
बाघझम्टाइ	ना.
बाघझम्टो	नाम
बाघपन्जा	ना.
बाघपर्वत	नाम
बाघपाइला	ना.
बाघपाइले	विशेषण
बाघबाजु	ना.
बाघभालु	नाम
बाघमारा	नाम
बाघमारी	ना.
बाघमुखे	वि.
बाघम्बर	नाम [व्याघ्राम्बर]
बाघरुङमी	नाम [रा.]
बाघलुङ	नाम [मग.]
बाघे	वि. [बाघ ए]
बाघेकिरो	ना.
बाघेखटिरो	ना.
बाघेझम्टाइ	टुक्का
बाघेझापु	टुक्का
बाघेमाछो	नाम
बाङ	नाम [मग.]
बाङदेलछा	नाम [रा.]
बाङबुङ	विशेषण
बाङबोट	नाम
बाङराङे	नाम [चे.]
बाङो	विशेषण
बाङ्खुट्टे	विशेषण [बाङ्गो+खुट्टा+ए]
बाङ्खुरे	विशेषण [बाङ्गो+खुर+ए]
बाङ्गिनु	अ.क्रि. [बाङ्गो+इ+नु]
बाङ्गी	विशेषण
बाङ्गी काठ	ना. [बा‌ङ्गो+काठे]
बाङ्गीकाठ	नाम [बाङ्गो+काठ]
बाङ्गे	वि. [बाङ्गो+ए]
बाङ्गे काठ	ना.
बाङ्गो	वि. [सं. वक्र]
बाङ्गोटिङ्गो	वि.
बाङ्गोपन	नाम
बाङ्डो	विशेषण
बाङ्देल	नाम [रा.]
बाङ्बुङे	विशेषण [बाङबुङ+ए]
बाङ्लिङ	नाम [मग.]
बाङ्सी	नाम
बाचक	ना. [सं. वाचक]
बाचकी	वि.
बाचन	नाम [अस.]
बाचा	वि. [बाच+आ]
बाचा बन्धन	ना.
बाचिनु	क.क्रि. [बाच्+इ+नु]
बाचिलाग्नु	सकर्मक क्रिया [बाँचि+लाग्+नु]
बाचे	नाम [मग.]
बाच्छाई	वि. [अ. बादशाही]
बाच्छाई बाजा	ना.
बाच्छाई बुट्टा	नाम
बाच्छाई बुट्टा/बुट्टी	ना.
बाच्छाई बुट्टी	नाम
बाच्छाबाच्छी	नाम
बाच्छी	नाम
बाच्छो	ना.
बाच्छो लाउनु	टुक्का
बाच्नु	स.क्रि. [सं. वच्+नु]
बाछकबनिया	विशेषण [अस.]
बाछविचार	नाम [अस.]
बाछा	नाम
बाछानानाक्छोङ	नाम [रा.]
बाछाप	नाम [रा.]
बाछाली	नाम [मग.]
बाछिटा	ना. [बा‌ङ्गो+छिटा]
बाछिनो	विशेषण
बाछिहाङ	नाम [रा.]
बाछीबाछो	नाम
बाछुनु	स.क्रि. [सं. वाञ्छा+नु]
बाछेर्कु	नाम [रा.]
बाछो	नाम [प्रा. बच्छओ]
बाछ्नु	सकर्मक क्रिया [सं. वाञ्छा+नु]
बाज	ना. [फा.]
बाजखेडा	नाम
बाजथला	नाम
बाजरा	ना. [सं. बर्जरी]
बाजल	नाम
बाजलपाते	नाम
बाजल्लिनु	क्रिया
बाजा	ना. [सं. वाद्य]
बाजा भाग	ना.
बाजागाजा	ना.
बाजाभाग	नाम
बाजावाल	विशेषण [बाजा+वाल]
बाजि	क्रि.वि. [सं. वार]
बाजिब	वि. [अ. वाजिब]
बाजिर	नाम
बाजिव	विशेषण
बाजी	प्रत्य. [फा. बाज+ई]
बाजी ठोक्नु	टुक्का
बाजी थाप्नु	क्रि. पदा.
बाजी बाजी	नाम
बाजी मार्नु	टुक्का
बाजी लगाउनु	क्रि. पदा.
बाजीगर	ना.
बाजीबाजी	ना.
बाजीमाथ	ना.
बाजु	ना. [फा. बाजू]
बाजुबन्द	ना.
बाजुरा	ना.
बाजुरा राज्य	नाम
बाजुरो	ना. [सं. वर्जरी]
बाजे	ना. [बाबाज्यू]
बाजे बराज्यू	ना.
बाजे बाजे गर्नु	टुक्का
बाजेबराजु	नाम
बाजो	नाम
बाजोरिया	नाम
बाज्या	नाम
